shipment_id,status,date,hour,timezone,city_locality,state,lat,lon,pod_url
AE297,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE298,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE299,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE300,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE301,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE302,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE303,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE304,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE305,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE306,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE307,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE308,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE309,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE310,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE311,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE312,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE313,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE314,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE315,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE316,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE317,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE318,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE319,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE320,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE321,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE322,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE323,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE324,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE325,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE326,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE327,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE328,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE329,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE330,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE331,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE332,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE333,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE334,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE335,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE336,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE337,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE338,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE339,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE340,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE341,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE342,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE343,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE344,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE345,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE346,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE347,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE348,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE349,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE350,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE351,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE352,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE353,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE354,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE355,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE356,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE357,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE358,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE359,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE360,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE361,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE362,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE363,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE364,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE365,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE366,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE367,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE368,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE369,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE370,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE371,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE372,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE373,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE374,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE375,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE376,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE377,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE378,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE379,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE380,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE381,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE382,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE383,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE384,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE385,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE386,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE387,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE388,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE389,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE390,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE391,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE392,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE393,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE394,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE395,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE396,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE397,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE398,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE399,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE400,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE401,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE402,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE403,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE404,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE405,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE406,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE407,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE408,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE409,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE410,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE411,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE412,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE413,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE414,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE415,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE416,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE417,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE418,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE419,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE420,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE421,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE422,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE423,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE424,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE425,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE426,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE427,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE428,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE429,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE430,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE431,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE432,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE433,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE434,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE435,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE436,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE437,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE438,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE439,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE440,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE441,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE442,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE443,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE444,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE445,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE446,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE447,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE448,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE449,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE450,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE451,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE452,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE453,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE454,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE455,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE456,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE457,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE458,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE459,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE460,"ON HOLD",09-24-2022,08:50:59,America/New_York,,,,,
AE461,"ON HOLD",09-24-2022,08:50:59,America/New_York,,PA,,,
AE462,"ON HOLD",09-24-2022,08:50:59,America/New_York,,PA,,,
AE463,"ON HOLD",09-24-2022,08:50:59,America/New_York,,PA,,,
AE464,"ON HOLD",09-24-2022,08:50:59,America/New_York,,PA,,,
AE465,"ON HOLD",09-24-2022,08:50:59,America/New_York,,PA,,,
AE466,"ON HOLD",09-24-2022,08:50:59,America/New_York,,PA,,,
AE467,"ON HOLD",09-24-2022,08:50:59,America/New_York,,DE,,,
AE468,"ON HOLD",09-24-2022,08:50:59,America/New_York,,DE,,,
AE469,"ON HOLD",09-24-2022,08:50:59,America/New_York,,DE,,,
AE470,"ON HOLD",09-24-2022,08:50:59,America/New_York,,PA,,,
AE471,"ON HOLD",09-24-2022,08:50:59,America/New_York,,PA,,,
AE472,"ON HOLD",09-24-2022,08:50:59,America/New_York,,PA,,,
AE473,"ON HOLD",09-24-2022,08:50:59,America/New_York,,PA,,,
AE474,"ON HOLD",09-24-2022,08:50:59,America/New_York,,PA,,,
AE475,"ON HOLD",09-24-2022,08:50:59,America/New_York,,PA,,,
AE476,"ON HOLD",09-24-2022,08:50:59,America/New_York,,PA,,,
AE477,"ON HOLD",09-24-2022,08:50:59,America/New_York,,DE,,,
AE478,"ON HOLD",09-24-2022,08:50:59,America/New_York,,PA,,,
AE479,"ON HOLD",09-24-2022,08:50:59,America/New_York,,PA,,,
AE480,"ON HOLD",09-24-2022,08:50:59,America/New_York,,PA,,,
AE481,"ON HOLD",09-24-2022,08:51:00,America/New_York,,PA,,,
AE482,"ON HOLD",09-24-2022,08:51:00,America/New_York,,PA,,,
AE483,"ON HOLD",09-24-2022,08:51:00,America/New_York,,PA,,,
AE484,"ON HOLD",09-24-2022,08:51:00,America/New_York,,PA,,,
AE485,"ON HOLD",09-24-2022,08:51:00,America/New_York,,PA,,,
AE486,"ON HOLD",09-24-2022,08:51:00,America/New_York,,PA,,,
AE487,"ON HOLD",09-24-2022,08:51:00,America/New_York,,PA,,,
AE488,"ON HOLD",09-24-2022,08:51:00,America/New_York,,PA,,,
AE489,"ON HOLD",09-24-2022,08:51:00,America/New_York,,PA,,,
AE490,"ON HOLD",09-24-2022,08:51:00,America/New_York,,PA,,,
AE491,"ON HOLD",09-24-2022,08:51:00,America/New_York,,PA,,,
AE492,"ON HOLD",09-24-2022,08:51:00,America/New_York,,PA,,,
AE493,"ON HOLD",09-24-2022,08:51:00,America/New_York,,PA,,,
AE494,"ON HOLD",09-24-2022,08:51:00,America/New_York,,DE,,,
AE495,"ON HOLD",09-24-2022,08:51:00,America/New_York,,DE,,,
AE496,"ON HOLD",09-24-2022,08:51:00,America/New_York,,DE,,,
AE497,"ON HOLD",09-24-2022,08:51:00,America/New_York,,DE,,,
AE498,"ON HOLD",09-24-2022,08:51:00,America/New_York,,DE,,,
AE499,"ON HOLD",09-24-2022,08:51:00,America/New_York,,DE,,,
AE500,"ON HOLD",09-24-2022,08:51:00,America/New_York,,DE,,,
AE501,"ON HOLD",09-24-2022,08:51:00,America/New_York,,DE,,,
AE502,"ON HOLD",09-24-2022,08:51:00,America/New_York,,PA,,,
AE503,"ON HOLD",09-24-2022,08:51:00,America/New_York,,DE,,,
AE504,"ON HOLD",09-24-2022,08:51:00,America/New_York,,DE,,,
AE505,"ON HOLD",09-24-2022,08:51:00,America/New_York,,DE,,,
AE506,"ON HOLD",09-24-2022,08:51:00,America/New_York,,DE,,,
AE507,"ON HOLD",09-24-2022,08:51:00,America/New_York,,PA,,,
AE508,"ON HOLD",09-24-2022,08:51:00,America/New_York,,PA,,,
AE509,"ON HOLD",09-24-2022,08:51:00,America/New_York,,PA,,,
AE510,"ON HOLD",09-24-2022,08:51:00,America/New_York,,PA,,,
AE511,"ON HOLD",09-24-2022,08:51:00,America/New_York,,PA,,,
AE512,"ON HOLD",09-24-2022,08:51:00,America/New_York,,PA,,,
AE513,"ON HOLD",09-24-2022,08:51:00,America/New_York,,DE,,,
AE514,"ON HOLD",09-24-2022,08:51:00,America/New_York,,DE,,,
AE515,"ON HOLD",09-24-2022,08:51:00,America/New_York,,DE,,,
AE516,"ON HOLD",09-24-2022,08:51:00,America/New_York,,PA,,,
AE517,"ON HOLD",09-24-2022,08:51:00,America/New_York,,PA,,,
AE518,"ON HOLD",09-24-2022,08:51:00,America/New_York,,PA,,,
AE519,"ON HOLD",09-24-2022,08:51:00,America/New_York,,PA,,,
AE520,"ON HOLD",09-24-2022,08:51:00,America/New_York,,PA,,,
AE521,"ON HOLD",09-24-2022,08:51:00,America/New_York,,PA,,,
AE522,"ON HOLD",09-24-2022,08:51:00,America/New_York,,PA,,,
AE523,"ON HOLD",09-24-2022,08:51:00,America/New_York,,DE,,,
AE524,"ON HOLD",09-24-2022,08:51:00,America/New_York,,PA,,,
AE525,"ON HOLD",09-24-2022,08:51:00,America/New_York,,PA,,,
AE526,"ON HOLD",09-24-2022,08:51:00,America/New_York,,PA,,,
AE527,"ON HOLD",09-24-2022,08:51:00,America/New_York,,PA,,,
AE528,"ON HOLD",09-24-2022,08:51:00,America/New_York,,PA,,,
AE529,"ON HOLD",09-24-2022,08:51:00,America/New_York,,PA,,,
AE530,"ON HOLD",09-24-2022,08:51:00,America/New_York,,PA,,,
AE531,"ON HOLD",09-24-2022,08:51:00,America/New_York,,PA,,,
AE532,"ON HOLD",09-24-2022,08:51:00,America/New_York,,PA,,,
AE533,"ON HOLD",09-24-2022,08:51:00,America/New_York,,PA,,,
AE534,"ON HOLD",09-24-2022,08:51:00,America/New_York,,PA,,,
AE535,"ON HOLD",09-24-2022,08:51:00,America/New_York,,PA,,,
AE536,"ON HOLD",09-24-2022,08:51:00,America/New_York,,PA,,,
AE537,"ON HOLD",09-24-2022,08:51:00,America/New_York,,PA,,,
AE538,"ON HOLD",09-24-2022,08:51:00,America/New_York,,PA,,,
AE539,"ON HOLD",09-24-2022,08:51:00,America/New_York,,PA,,,
AE540,"ON HOLD",09-24-2022,08:51:00,America/New_York,,DE,,,
AE541,"ON HOLD",09-24-2022,08:51:00,America/New_York,,DE,,,
AE542,"ON HOLD",09-24-2022,08:51:00,America/New_York,,DE,,,
AE543,"ON HOLD",09-24-2022,08:51:00,America/New_York,,DE,,,
AE544,"ON HOLD",09-24-2022,08:51:00,America/New_York,,DE,,,
AE545,"ON HOLD",09-24-2022,08:51:00,America/New_York,,DE,,,
AE546,"ON HOLD",09-24-2022,08:51:00,America/New_York,,DE,,,
AE547,"ON HOLD",09-24-2022,08:51:00,America/New_York,,DE,,,
AE548,"ON HOLD",09-24-2022,08:51:00,America/New_York,,PA,,,
AE549,"ON HOLD",09-24-2022,08:51:00,America/New_York,,DE,,,
AE550,"ON HOLD",09-24-2022,08:51:00,America/New_York,,DE,,,
AE551,"ON HOLD",09-24-2022,08:51:00,America/New_York,,DE,,,
AE552,"ON HOLD",09-24-2022,08:51:00,America/New_York,,DE,,,
AE553,"ON HOLD",09-24-2022,08:51:00,America/New_York,,PA,,,
AE554,"ON HOLD",09-24-2022,08:51:00,America/New_York,,PA,,,
AE555,"ON HOLD",09-24-2022,08:51:00,America/New_York,,PA,,,
AE556,"ON HOLD",09-24-2022,08:51:00,America/New_York,,PA,,,
AE557,"ON HOLD",09-24-2022,08:51:00,America/New_York,,PA,,,
AE558,"ON HOLD",09-24-2022,08:51:00,America/New_York,,PA,,,
AE559,"ON HOLD",09-24-2022,08:51:00,America/New_York,,DE,,,
AE560,"ON HOLD",09-24-2022,08:51:00,America/New_York,,DE,,,
AE561,"ON HOLD",09-24-2022,08:51:00,America/New_York,,DE,,,
AE562,"ON HOLD",09-24-2022,08:51:00,America/New_York,,PA,,,
AE563,"ON HOLD",09-24-2022,08:51:00,America/New_York,,PA,,,
AE564,"ON HOLD",09-24-2022,08:51:00,America/New_York,,PA,,,
AE565,"ON HOLD",09-24-2022,08:51:00,America/New_York,,PA,,,
AE566,"ON HOLD",09-24-2022,08:51:00,America/New_York,,PA,,,
AE567,"ON HOLD",09-24-2022,08:51:00,America/New_York,,PA,,,
AE568,"ON HOLD",09-24-2022,08:51:00,America/New_York,,PA,,,
AE569,"ON HOLD",09-24-2022,08:51:00,America/New_York,,DE,,,
AE570,"ON HOLD",09-24-2022,08:51:00,America/New_York,,PA,,,
AE571,"ON HOLD",09-24-2022,08:51:00,America/New_York,,PA,,,
AE572,"ON HOLD",09-24-2022,08:51:00,America/New_York,,PA,,,
AE573,"ON HOLD",09-24-2022,08:51:00,America/New_York,,PA,,,
AE574,"ON HOLD",09-24-2022,08:51:00,America/New_York,,PA,,,
AE575,"ON HOLD",09-24-2022,08:51:00,America/New_York,,PA,,,
AE576,"ON HOLD",09-24-2022,08:51:00,America/New_York,,PA,,,
AE577,"ON HOLD",09-24-2022,08:51:00,America/New_York,,PA,,,
AE578,"ON HOLD",09-24-2022,08:51:00,America/New_York,,PA,,,
AE579,"ON HOLD",09-24-2022,08:51:00,America/New_York,,PA,,,
AE580,"ON HOLD",09-24-2022,08:51:00,America/New_York,,PA,,,
AE581,"ON HOLD",09-24-2022,08:51:00,America/New_York,,PA,,,
AE582,"ON HOLD",09-24-2022,08:51:00,America/New_York,,PA,,,
AE583,"ON HOLD",09-24-2022,08:51:00,America/New_York,,PA,,,
AE584,"ON HOLD",09-24-2022,08:51:00,America/New_York,,PA,,,
AE585,"ON HOLD",09-24-2022,08:51:00,America/New_York,,PA,,,
AE586,"ON HOLD",09-24-2022,08:51:00,America/New_York,,DE,,,
AE587,"ON HOLD",09-24-2022,08:51:00,America/New_York,,DE,,,
AE588,"ON HOLD",09-24-2022,08:51:00,America/New_York,,DE,,,
AE589,"ON HOLD",09-24-2022,08:51:00,America/New_York,,DE,,,
AE590,"ON HOLD",09-24-2022,08:51:00,America/New_York,,DE,,,
AE591,"ON HOLD",09-24-2022,08:51:00,America/New_York,,DE,,,
AE592,"ON HOLD",09-24-2022,08:51:00,America/New_York,,DE,,,
AE593,"ON HOLD",09-24-2022,08:51:00,America/New_York,,DE,,,
AE594,"ON HOLD",09-24-2022,08:51:00,America/New_York,,PA,,,
AE595,"ON HOLD",09-24-2022,08:51:00,America/New_York,,DE,,,
AE596,"ON HOLD",09-24-2022,08:51:00,America/New_York,,DE,,,
AE597,"ON HOLD",09-24-2022,08:51:00,America/New_York,,DE,,,
